1114,SC172,SSCS Birmingham,Gravesend Civic Centre,Windmill Street,,Gravesend,,DA12 1AU,,4501,"https://www.google.com/maps/place/civic+centre,+Gravesend+DA12,+UK/@51.4399209,0.3662659,17z/data=!3m1!4b1!4m5!3m4!1s0x47d8b604b8ab1f0f:0x910169ea9c45b125!8m2!3d51.4398889!4d0.368447"
1115,SC161,SSCS Leeds,Rotherham Law Courts,"The Statues, off Main Street    ",,Rotherham,South Yorkshire,S60 1YW,,101,"https://www.google.com/maps/place/Rotherham+Magistrates+Court/@53.4303232,-1.3631727,17z/data=!3m1!4b1!4m5!3m4!1s0x487976f6f148d095:0x716c4102d7478bdd!8m2!3d53.43032!4d-1.360984"
1118,SC164,SSCS Liverpool,The Magistrates Court Building,Hall Park,,Ramsey Brow,WORKINGTON,CA14 4AS,,601,"https://www.google.com/maps/place/Hall+Park+Ramsey+Brow+WORKINGTON+CA14+4AS/@54.644370,-3.541841"
1120,SC165,SSCS Glasgow,Eagle Building,4th Floor,,215 Bothwell Street,GLASGOW,G2 7EZ,,501,"https://www.google.com/maps/place/4th+Floor+215+Bothwell+Street+GLASGOW+G2+7EZ/@55.861495,-4.266739"
1121,SC166,SSCS Glasgow,Eagle Building,1st Floor,,215 Bothwell Street,GLASGOW,G2 7EZ,,501,"https://www.google.com/maps/place/1st+Floor+215+Bothwell+Street+GLASGOW+G2+7EZ/@55.861495,-4.266739"
1122,SC169,SSCS Glasgow,Endeavour House,"Endeavour House, 1st Floor",1 Greenmarket,Dundee,Angus,DD1 4QB,,501,"https://www.google.com/maps/place/Endeavour+House,+1+Greenmarket,+Dundee+DD1+4QB,+UK/@56.4576346,-2.9726839,17z/data=!3m1!4b1!4m5!3m4!1s0x48865cbfa9878aa1:0x40e1cfb384ca622a!8m2!3d56.4575869!4d-2.970608"
1126,SC179,SSCS Glasgow,Sovereign House,Suite 3,Academy Road,Irvine,,KA12 8RL,,501,"https://www.google.com/maps/place/3,+Sovereign+House,+Academy+Rd,+Irvine+KA12+8RL,+UK/@55.6183798,-4.6739395,17z/data=!3m1!4b1!4m5!3m4!1s0x4889ce649b81058b:0xda47480ff3e797f1!8m2!3d55.6183768!4d-4.6717508"
1127,SC180,SSCS Birmingham,Worcester Magistrates Court,Castle Street,,Worcester,,WR1 3QZ,,401,"https://www.google.com/maps/place/Worcester+Magistrates+Court/@52.1963514,-2.2274097,17z/data=!4m13!1m7!3m6!1s0x4870f0edfabaed9f:0xb0742361f352750!2sCastle+St,+Worcester+WR1,+UK!3b1!8m2!3d52.1963514!4d-2.225221!3m4!1s0x4870f0edfbd87707:0x73a22c2d8e294633!8m2!3d52.1968755!4d-2.2239898"
1128,SC181,SSCS Leeds,Dewsbury Magistrates Court,The Courthouse,Grove Street,Dewsbury,,WF13 1JP,,101,CLOSED
1129,SC184,SSCS Birmingham,Hereford Magistrates Court,The Court House,Bath Street,,Hereford,HR1 2HE,,401,"https://www.google.co.uk/maps/place/Magistrates+Court/@52.0569961,-2.7113283,18.91z/data=!4m13!1m7!3m6!1s0x48704a36f36f6675:0xf127144c5ae75d3!2sHereford+HR1+2HE!3b1!8m2!3d52.05708!4d-2.7109896!3m4!1s0x48704a36ee73bd6f:0x40267f84f71265b1!8m2!3d52.057137!4d-2.7104527"
1130,SC231,SSCS Newcastle,South East Northumberland Magistrates Court,South East Northumberland,Magistrates Court,Schalksmuhle Road,"Bedlington, Northumberland",NE22 7LX,,4401,"https://www.google.com/maps/place/South+East+Northumberland+Magistrates+Court/@55.1322569,-1.5963736,17z/data=!4m13!1m7!3m6!1s0x487e0ccc1c1da41b:0xfc548269097ebf0f!2sBedlington+NE22+7LX,+UK!3b1!8m2!3d55.1323854!4d-1.5941012!3m4!1s0x487e0ccea5961f89:0xfd3971c8a4b9f7d4!8m2!3d55.1324463!4d-1.5939691"
1131,SC196,SSCS Birmingham,Walsall County Court,Bridge House,Bridge Street,Walsall,West Midlands,WS1 1JQ,,401,"https://www.google.com/maps/place/Walsall+County+Court/@52.5848285,-1.9800144,17z/data=!4m13!1m7!3m6!1s0x4870a20de01c39ed:0x934124318cca1e5e!2sBridge+House,+Bridge+St,+Walsall+WS1+1JQ,+UK!3b1!8m2!3d52.5848285!4d-1.9778257!3m4!1s0x4870a20e7bfff2e7:0xb15c93040091f6eb!8m2!3d52.58505!4d-1.9789479"
1132,SC202,SSCS Birmingham,Shire Hall,3 St. Paul's Square,,Bedford,Bedfordshire,MK40 1SQ,,201,"https://www.google.com/maps/place/3+St.+Paul%27s+Square+Bedford+Bedfordshire+MK40+1SQ/@52.135494,-0.467272"
1133,SC207,SSCS Liverpool,Liverpool Civil & Family Court,2nd Floor,Vernon Street,,Liverpool,L2 2BX,,601,"https://www.google.com/maps/place/2nd+Floor+Vernon+Street+Liverpool+L2+2BX/@53.409344,-2.988791"
1134,SC210,SSCS Liverpool,Mercure Wigan Oak Hotel,Riverway,,,,WN1 3SS,,601,"https://www.google.com/maps/place/Mercure+Wigan+Oak+Hotel/@53.54834,-2.6285707,17z/data=!3m1!4b1!4m5!3m4!1s0x487b0f6fb3b2b2d9:0xaa83fc36cc4a735a!8m2!3d53.54834!4d-2.626382"
1135,SC211,SSCS Cardiff,Llandrindod Wells Justice Centre,Noyadd Parks,,Llandrindod Wells,Powys,LD1 5DF,,301,"https://www.google.com/maps/place/Llandrindod+wells+justice+centre/@52.2517526,-3.3721513,17z/data=!3m1!4b1!4m5!3m4!1s0x486fdcc71b3f799f:0x1e3a7b2cf586da93!8m2!3d52.2517493!4d-3.3699626"
1136,SC212,SSCS Cardiff,Carmarthen Justice Centre,County Court,Hill House,Picton Terrace,Carmarthen,SA31 3BT,,301,"https://www.google.com/maps?q=51.8549774235,-4.31790850586"
1137,SC213,SSCS Cardiff,Swansea Magistrates Court,Side Entrance,Grove Place,Swansea,,SA1 5DB,,301,"https://www.google.com/maps/place/Swansea+Magistrates'/@51.6223421,-3.9477535,17z/data=!3m1!4b1!4m5!3m4!1s0x486ef535de5787b5:0x5f00ce5f656a632e!8m2!3d51.6223388!4d-3.9455648"
1138,SC214,SSCS Birmingham,East Berkshire Magistrates Court,Bridge Road,,Maidenhead,Berkshire,SL6 8PB,,401,"https://www.google.com/maps?q=51.5249512089,-0.714297071746"
1139,SC215,SSCS Cardiff,Welshpool Magistrates Court,Mansion House,24 Severn Street,Welshpool,Powys,SY21 7UX,,301,"https://www.google.com/maps/place/Welshpool+Magistrates+Court/@52.6591654,-3.1486019,17z/data=!3m1!4b1!4m5!3m4!1s0x487000a057445de3:0x5800e47091b07ea3!8m2!3d52.6591622!4d-3.1464132"
1140,SC256,SSCS Birmingham,Nottingham Magistrates Court,Carrington Street,,,,NG2 1EE,,201,"https://www.google.com/maps/place/Nottingham+Magistrates+Court/@52.9474484,-1.1506675,17z/data=!3m1!4b1!4m5!3m4!1s0x4879c22c91cc14ef:0x910652a7cd0c3b40!8m2!3d52.9474484!4d-1.1494017"
1141,SC216,SSCS Birmingham,Solihull Magistrates Court,Tribunal Suite,"Magistrates Court, Homer Road   ",,Solihull,B91 3RD,,401,"https://www.google.com/maps/place/Solihull+Magistrates+Court/@52.4125964,-1.7836637,17z/data=!3m1!4b1!4m5!3m4!1s0x4870b9e0b17b77bd:0x2c314b93cc0f4bc9!8m2!3d52.4125964!4d-1.781475"
1142,SC217,SSCS Leeds,Wakefield Magistrates Court,"The Court House, Room 5         ",,Cliff Parade,Wakefield,WF1 2TW,,101,"https://www.google.com/maps/place/Wakefield+Magistrates+Court/@53.6840016,-1.5044601,17z/data=!3m1!4b1!4m5!3m4!1s0x487966fd80e060bd:0x26e11598d22bd583!8m2!3d53.6839984!4d-1.5022714"
1143,SC220,SSCS Cardiff,Y Lanfa,,,Aberystwyth,Ceredigion,SY23 1AS,,301,"https://www.google.com/maps/place/Aberystwyth+Justice+Centre/@52.4105259,-4.0884027,17z/data=!3m1!4b1!4m5!3m4!1s0x486f76f9c957f669:0x2339427994a6bdc1!8m2!3d52.4105226!4d-4.086214"
1144,SC218,SSCS Birmingham,Fetter Lane Tribunal Centre,2nd Floor,Clifford's Inn,Fetter Lane,London,EC4A 1BY,,201,"https://www.google.com/maps/place/Lands+Tribunal/@51.5160466,-0.1104324,19z/data=!4m5!3m4!1s0x48761b2d8feafa4b:0xb1c8a98762fe06a4!8m2!3d51.5162657!4d-0.1088468"
1145,SC219,SSCS Sutton,Fetter Lane Tribunal Centre,2nd Floor,Clifford's Inn,Fetter Lane,London,EC4A 1BY,,4501,"https://www.google.com/maps/place/Cliffords+Inn/@51.5146658,-0.109596,19.89z/data=!4m5!3m4!1s0x487604b330dab1f7:0xd6de8bb0bd459471!8m2!3d51.5144241!4d-0.1096764"
1146,SC222,SSCS Birmingham,Warwickshire Justice Centre,Vicarage Street,,Nuneaton,,CV11 4JU,,401,"https://www.google.com/maps/place/Nuneaton+Magistrates+Court/@52.5230294,-1.4638489,18.36z/data=!4m8!1m2!2m1!1swarwickshire+justice+centre+Vicarage+Street+Nuneaton+CV11+4JU!3m4!1s0x0:0xa129d1540d3f095e!8m2!3d52.523013!4d-1.4625579"
1147,SC223,SSCS Birmingham,Warwickshire Justice Centre,Newbold Terrace,,Leamington Spa,,CV32 4EL,,401,"https://www.google.com/maps/place/Warwickshire+Justice+Centre/@52.2881904,-1.5353091,17z/data=!3m1!4b1!4m5!3m4!1s0x487734f2a008bc97:0x779cd44c1bd61c5e!8m2!3d52.2881904!4d-1.5331204"
1148,SC238,SSCS Cardiff,Poole Magistrates Court,Park Road,,Poole,Dorset,BH15 2NS,,4503,"https://www.google.com/maps/place/Poole+Magistrates+Court/@50.7214586,-1.9639703,17z/data=!4m13!1m7!3m6!1s0x4873a6cbd732bd1f:0xcfdbf936ba13558f!2sPoole+BH15+2NS,+UK!3b1!8m2!3d50.7215014!4d-1.9617187!3m4!1s0x4873a6cbd12c0f69:0xe06cfc4757f3427a!8m2!3d50.7221028!4d-1.960615"
1149,SC239,SSCS Glasgow,Caladh Trust,An Caladh,East Camp,Balivanich,Isle of Benbecula,HS7 5LA,,501,"https://www.google.com/maps/place/Caladh+Trust/@57.472166,-7.3673201,17z/data=!3m1!4b1!4m5!3m4!1s0x488d1e5850c17f71:0xf8e9ee227ed01f07!8m2!3d57.4721631!4d-7.3651314"
1150,SC241,SSCS Birmingham,Southend County Court,Tyler's House,Tyler's Avenue,Southend-On-Sea,,SS1 2AW,,201,"https://www.google.com/maps/place/Tyler%27s+House+Tyler%27s+Avenue+Southend-On-Sea+SS1+2AW/@51.537535,0.715028"
1151,SC243,SSCS Cardiff,Newton Abbot Magistrates Court,Newfoundland Way,,Merthyr Tydfil,Devon,TQ12 1NG,,4503,"https://www.google.com/maps/place/Newton+Abbot+Magistrates+Court/@50.528709,-3.6146531,17z/data=!3m1!4b1!4m5!3m4!1s0x486d05ce483b6c83:0x40a0f4a58d828587!8m2!3d50.5287056!4d-3.6124644"
1152,SC244,SSCS Liverpool,St Helens Courthouse,Ground Floor Entrance,Birchley Street,St Helens,,WA10 1HT,,601,"https://www.google.co.uk/maps/place/St+Helens+%26+Knowsley+Magistrates+Court/@53.4575193,-2.7446786,15.26z/data=!4m8!1m2!2m1!1sSt+Helens+Courthouse!3m4!1s0x0:0xd0d5cb59274f1650!8m2!3d53.4549403!4d-2.7364755"
1153,SC245,SSCS Leeds,Huddersfield County Court,Queensgate House,Queensgate,Huddersfield,West Yorkshire,HD1 2RR,,101,"https://www.google.com/maps/place/Huddersfield+County+Court/@53.6421622,-1.7856419,17z/data=!3m1!4b1!4m5!3m4!1s0x487bdc740904cb77:0x7c8bacca982e2fd7!8m2!3d53.642159!4d-1.7834532"
1154,SC246,SSCS Leeds,Wakefield Civil Justice Centre,1 Mulberry Way,,Wakefield,West Yorkshire,WF1 2QN,,101,"https://www.google.com/maps/place/Wakefield+County+Court/@53.6819886,-1.5060498,17z/data=!3m1!4b1!4m5!3m4!1s0x487966fd4f5716f5:0xd3162ae46437444f!8m2!3d53.6819854!4d-1.5038611"
1155,SC247,SSCS Cardiff,Truro Justice Centre,Off Tremorvah Wood Lane,Mitchell Hill,Truro,,TR1 1HZ,,4503,"https://www.google.com/maps/place/Truro+Justice+Centre/@45.3655331,-63.2876404,17z/data=!3m1!4b1!4m5!3m4!1s0x4b594fc893749137:0x5484491d707c6b93!8m2!3d45.3655294!4d-63.2854517"
1156,SC257,SSCS Cardiff,Bristol Civil Justice Centre,2 Redcliff Street,,,Bristol,BS1 6GR,,4503,"https://www.google.com/maps/place/2+Redcliff+Street+Bristol+BS1+6GR/@51.452342,-2.590944"
1157,SC258,SSCS Birmingham,Taylor House,88 Rosebery Avenue,,London,,EC1R 4QU,,201,"https://www.google.com/maps/place/88+Rosebery+Avenue+London+EC1R+4QU/@51.527033,-0.107294"
1158,SC259,SSCS Birmingham,Taylor House,88 Rosebery Avenue,,London,,EC1R 4QU,,4501,"https://www.google.com/maps/place/88+Rosebery+Avenue+London+EC1R+4QU/@51.527033,-0.107294"
1159,SC260,SSCS Cardiff,North Somerset Magistrates Court,The Hedges,,St Georges,Worle,BS22 7BB,,4503,"https://www.google.com/maps/place/The+Hedges+St+Georges+Worle+BS22+7BB/@51.363023,-2.902549"
1161,SC262,SSCS Newcastle,Darlington County Court,4 Coniscliffe Road,,Darlington,Co Durham,DL3 7RL,,4401,"https://www.google.com/maps/place/Darlington+County+Court/@54.5236589,-1.5606467,17z/data=!3m1!4b1!4m5!3m4!1s0x487e9bfb5c8b3dcf:0x43743838390a179!8m2!3d54.5236558!4d-1.558458"
1182,SC263,SSCS Liverpool,Preston Magistrates Court,Lawson Street,,Preston,,PR1 2QT,,601,"https://www.google.com/maps/place/Preston+Magistrates+Court/@53.761701,-2.7029794,17z/data=!3m1!4b1!4m5!3m4!1s0x487b726fe451d72d:0x2ed406842e5dd844!8m2!3d53.761701!4d-2.7007907"
1183,SC264,SSCS Liverpool,Oldham County Court,New Radcliffe Street,Off Rochdale Road,Nottingham,,OL1 1NL,,601,"https://www.google.com/maps/place/Oldham+County+Court+122A+Rochdale+Rd%2C+Oldham+OL1+1NT/@53.543666,-2.118551"
1184,SC266,SSCS Cardiff,Southampton & New Forest Magistrates Court,100 The Avenue,Southampton,,Hampshire,SO17 1EY,,4503,"https://www.google.com/maps/place/Southampton+%26+New+Forest+Magistrates/@50.9143133,-1.4061677,17z/data=!4m13!1m7!3m6!1s0x487476aea0ad6463:0x3dd0024c61b9ebfd!2s100+The+Avenue,+Southampton+SO17+1EY,+UK!3b1!8m2!3d50.9143133!4d-1.403979!3m4!1s0x487476aea0ad6463:0x17cd839739f38241!8m2!3d50.9143552!4d-1.4030031"
1185,SC265,SSCS Leeds,Hull Magistrates Court Building,Market Place,,Kingston-Upon-Hull,East Yorkshire,HU1 2AD,,101,"https://www.google.com/maps/place/Kingston-upon-Hull+and+Holderness+Magistrates+Court/@53.7410082,-0.3355175,17z/data=!3m1!4b1!4m5!3m4!1s0x4878be2222a0d17d:0x2266e621c743f77d!8m2!3d53.741005!4d-0.3333288"
1186,SC267,SSCS Cardiff,Llanelli Tribunal Hearing Centre,Court Buildings,Town Hall Square,,Llanelli,SA15 3AL,,301,"https://www.google.com/maps/place/Court+Buildings+Town+Hall+Square+Llanelli+SA15+3AL/@51.682102,-4.163147"
1188,SC269,SSCS Birmingham,Teesside Justice Centre,Victoria Square,,Middlesbrough,Cleveland,TS1 2AS,,4401,"https://www.google.com/maps/place/Victoria+Square+Middlesbrough+Cleveland+TS1+2AS/@54.573412,-1.234457"
1189,SC270,SSCS Cardiff,Exeter Court House,The Court House,Heavitree Road,Exeter,Devon,EX1 2LS,,4503,"https://www.google.com/maps/place/Central+Devon+Magistrates+Courts/@50.7236975,-3.5195846,17z/data=!4m8!1m2!2m1!1sThe+Court+House+EX1+2LS!3m4!1s0x0:0x9d4a2131de01e4af!8m2!3d50.7243841!4d-3.5179143"
1190,SC271,SSCS Birmingham,Basildon Combined Court,The Gore,,Basildon,Essex,SS14 2BU,,201,"https://www.google.com/maps/place/51%C2%B034'21.3%22N+0%C2%B027'17.3%22E/@51.5725712,0.4526041,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d51.5725712!4d0.4547928"
1192,SC273,SSCS Cardiff,Plymouth and District Magistrates Court,Plymouth and District,Magistrates Court,St Andrew Street,Plymouth,PL1 2DP,,4503,"https://www.google.com/maps/place/Plymouth+Magistrates+Court/@50.3692343,-4.142859,17z/data=!4m8!1m2!2m1!1sPlymouth+and+District+Magistrates+Court!3m4!1s0x486c934d6a5f5725:0x3d37a6321b5ee87b!8m2!3d50.3692708!4d-4.1394369"
1193,SC274,SSCS Liverpool,Chester Magistrate's Court,Grosvenor Street,,Chester,Cheshire,CH1 2XA,,601,"https://www.google.com/maps/place/Chester+Magistrates'+Court/@53.1874536,-2.8958209,17z/data=!3m1!4b1!4m5!3m4!1s0x487add4a39961fa9:0x2c8662efacfbf69c!8m2!3d53.1874536!4d-2.8936322"
1194,SC275,SSCS Birmingham,Leicester County Court,90 Wellington Street,,Leicester,,LE1 6HG,,201,"https://www.google.com/maps/place/90+Wellington+Street+Leicester+LE1+6HG/@52.629660,-1.127526"
1195,SC276,SSCS Glasgow,The Mansefield House Hotel,2 Mayne Road,,Elgin,Morayshire,IV30 3AF,,501,"https://www.google.com/maps/place/2+Mayne+Road+Elgin+Morayshire+IV30+3AF/@57.646158,-3.319835"
1196,SC277,SSCS Birmingham,Bow County Court Building,96 Romford Road,,London,,E15 4EG,,201,"https://www.google.com/maps/place/96+Romford+Road+London+E15+4EG/@51.542895,0.010960"
1197,SC278,SSCS Cardiff,Gloucester Magistrates Court,Barbican Way,,Gloucester,,GL1 2JH,,4503,"https://www.google.com/maps/place/Gloucester+Magistrates+Court/@51.8656631,-2.2526794,17z/data=!3m1!4b1!4m5!3m4!1s0x48710664fd016bf5:0x4c3fb7d8f835131f!8m2!3d51.8656598!4d-2.2504907"
1198,SC279,SSCS Birmingham,Leicester Holiday Inn,129 St. Nicholas Circle,,Leicester,,LE1 5LX,,201,"https://www.google.com/maps/place/129+St.+Nicholas+Circle+Leicester+LE1+5LX/@52.634038,-1.141004"
1199,SC280,SSCS Birmingham,Derby Combined Court,Morledge,,DERBY,,DE1 2XE,,201,"https://www.google.com/maps/place/Derby+Combined+Court+Centre/@52.9216,-1.4746442,17z/data=!4m13!1m7!3m6!1s0x4879f116e0a9ab09:0xb464a5d6f0aceb32!2sMorledge,+Derby+DE1,+UK!3b1!8m2!3d52.9216!4d-1.4724555!3m4!1s0x4879f116591a2aaf:0x3cf2d0785ad434bc!8m2!3d52.9224332!4d-1.4730565"
1200,SC281,SSCS Liverpool,Romford Magistrates Court,Romford (Magistrates Court),Main Road,Romford,Essex,RM1 3BH,,201,"https://www.google.co.uk/maps/place/Romford+Magistrates+Court/@51.5817914,0.1835839,17z/data=!3m1!4b1!4m5!3m4!1s0x47d8a4b4f503fe1b:0x3212d7b691f8bbae!8m2!3d51.5817914!4d0.1857779"
1201,SC282,SSCS Birmingham,Derby Holiday Inn,Morledge,,Derby,,DE1 2AY,,201,"https://www.google.com/maps/place/Holiday+Inn+Derby+-+Riverlights/@52.921916,-1.4752617,17z/data=!3m1!4b1!4m5!3m4!1s0x4879f116e4fbdb01:0x4594640be70201a7!8m2!3d52.921916!4d-1.473073"
1202,SC283,SSCS Liverpool,Burton Magistrates’ Court,The Court House,,Horninglow Street,Burton-upon-Trent,DE14 1PA,,201,"https://www.google.com/maps/place/The+Court+House+Horninglow+Street+Burton-upon-Trent+DE14+1PA/@52.808115,-1.631852"
1203,SC284,SSCS Cardiff,Bridlington Magistrates Court,"Quay Road, Bridlington          ",,East Riding of Yorkshire,,YO16 4EN,,101,"https://www.google.com/maps/place/Bridlington+Magistrates+Court/@54.0867238,-0.2037743,17z/data=!4m13!1m7!3m6!1s0x487f52ac8cde9b99:0x9c284b206c67ec13!2sQuay+Rd,+Bridlington,+UK!3b1!8m2!3d54.0867238!4d-0.2015856!3m4!1s0x487f52ab57afc2a3:0xff41195e573a7da7!8m2!3d54.0851239!4d-0.2001438"
1207,SC300,SSCS Birmingham,Harrow Civic Centre,"Building 1, 1st Floor","Civic Centre, Station St.       ",Harrow,Middlesex,HA1 2XF,,4501,"https://www.google.com/maps/place/Harrow+Council/@51.589109,-0.3345036,19.74z/data=!4m8!1m2!2m1!1sCivic+Centre+Station+Road+Harrow+HA1+2XY!3m4!1s0x0:0x4047395a1114c521!8m2!3d51.589166!4d-0.334369"
1208,SC301,SSCS Birmingham,East Berkshire Magistrates Court,Bridge Road,,Maidenhead,Berkshire,SL6 8PB,,201,"https://www.google.com/maps?q=51.5249512089,-0.714297071746"
1209,SC302,SSCS Birmingham,Oxford Combined Court Centre,St Aldates,,Oxford,,OX1 1TL,01865 248245,201,"https://www.google.com/maps?q=51.7481704505,-1.25707212708"
1210,SC303,SSCS Birmingham,Reading Tribunal Centre,5th Floor,30-31 Friar Street,Reading,,RG1 1DX,,201,"https://www.google.com/maps/place/5th+Floor+30-31+Friar+Street+Reading+RG1+1DX/@51.456923,-0.973351"
1211,SC304,SSCS Birmingham,Radius House,51 Clarendon Road,,Watford,Hertfordshire,WD17 1HP,,201,"https://www.google.com/maps/place/51+Clarendon+Road+Watford+Hertfordshire+WD17+1HP/@51.660076,-0.397506"
1212,SC305,SSCS Birmingham,The Hilton Hotel,Elton Way,,Watford,Hertfordshire,WD25 8HA,,201,"https://www.google.com/maps/place/Hilton+Watford/@51.6619157,-0.3606389,16.22z/data=!4m13!1m7!3m6!1s0x48761540757265d5:0xcef8473b5922e8fd!2sElton+Way,+Watford+WD25+8HH,+UK!3b1!8m2!3d51.6618537!4d-0.3565498!3m4!1s0x4876044da1f6b35b:0x6f27a262bd6fd675!8m2!3d51.66515!4d-0.3607142"
1213,SC306,SSCS Birmingham,Boston Court House,55 Norfolk Street,,Boston,Lincolnshire,PE21 6PE,01205-350622,401,"https://www.google.com/maps/place/55+Norfolk+Street+Boston+Lincolnshire+PE21+6PE/@52.982735,-0.025146"
1214,SC307,SSCS Liverpool,Burton Magistrates’ Court,The Court House,,Horninglow Street,Burton-upon-Trent,DE14 1PA,,401,"https://www.google.com/maps/place/The+Court+House+Horninglow+Street+Burton-upon-Trent+DE14+1PA/@52.808115,-1.631852"
1215,SC308,SSCS Birmingham,Chesterfield Justice Centre,Tapton Lane,,Chesterfield,Derbyshire,S41 7TW,01246-203984,401,"https://www.google.com/maps/place/Chesterfield+County+Court/@53.2373417,-1.4254969,17z/data=!3m1!4b1!4m5!3m4!1s0x41637f7ecbe62b2d:0x246ba4d616a28bb1!8m2!3d53.2373417!4d-1.4233082"
1216,SC309,SSCS Birmingham,Derwent Court,Macklin Street,,Derby,,DE1 1SG,01332 369716,401,"https://www.google.com/maps/place/90+Macklin+St,+Derby+DE1+1JX,+UK/@52.9211605,-1.4821964,19.82z/data=!4m5!3m4!1s0x4879f13cf5a13123:0xdfa8b8d73a25aab2!8m2!3d52.9211477!4d-1.4817997"
1217,SC310,SSCS Birmingham,Derby Combined Court,Morledge,,DERBY,,DE1 2XE,,401,"https://www.google.com/maps/place/Derby+Combined+Court+Centre/@52.9216,-1.4746442,17z/data=!4m13!1m7!3m6!1s0x4879f116e0a9ab09:0xb464a5d6f0aceb32!2sMorledge,+Derby+DE1,+UK!3b1!8m2!3d52.9216!4d-1.4724555!3m4!1s0x4879f116591a2aaf:0x3cf2d0785ad434bc!8m2!3d52.9224332!4d-1.4730565"
1218,SC311,SSCS Birmingham,Derby Holiday Inn,Morledge,,Derby,,DE1 2AY,,401,"https://www.google.com/maps/place/Holiday+Inn+Derby+-+Riverlights/@52.921916,-1.4752617,17z/data=!3m1!4b1!4m5!3m4!1s0x4879f116e4fbdb01:0x4594640be70201a7!8m2!3d52.921916!4d-1.473073"
1219,SC312,SSCS Birmingham,Enfield Tribunal Centre,288 Southbury Road,,Enfield,Middlesex,EN1 1TR,,4501,"https://www.google.com/maps/place/Enfield+Tribunals+Service/@51.6494727,-0.0593956,17z/data=!4m8!1m2!2m1!1s288+Southbury+Road+Enfield+Middlesex+EN1+1TR!3m4!1s0x0:0x5f703fe0df49f569!8m2!3d51.6494532!4d-0.0571458"
1220,SC313,SSCS Birmingham,Kettering Magistrates Court,The Court House,London Road,Kettering,,NN15 7QP,01536-410333,401,"https://www.google.com/maps/place/The+Court+House+London+Road+Kettering+NN15+7QP/@52.399079,-0.726940"
1221,SC314,SSCS Birmingham,Kings Court,,5A New Walk,,Leicester,LE1 6TE,01162-531730,401,"https://www.google.com/maps/place/52%C2%B037'48.5%22N+1%C2%B007'50.0%22W/@52.6301497,-1.1327347,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d52.6301497!4d-1.130546"
1222,SC315,SSCS Birmingham,Lincoln County Court Building,360 High Street,,Lincoln,Lincolnshire,LN5 7PS,01522-567151,401,"https://www.google.com/maps/place/Lincoln+County+Court/@53.2244617,-0.5450222,17z/data=!4m15!1m9!2m8!1sHotels!3m6!1sHotels!2s53.2244617,+-0.5428335!3s0x48785b2e4915e91f:0x7c0a2b187113f637!4m2!1d-0.5428335!2d53.2244617!3m4!1s0x48785b2e4915e8df:0xac30dad1e8201859!8m2!3d53.2243726!4d-0.5414549"
1223,SC316,SSCS Birmingham,St. Katherines House,St. Katherines Street,,Northampton,,NN1 2LX,01604-24152,401,"https://www.google.com/maps/place/Independent+Tribunal+Service/@52.2374067,-0.90036,20.09z/data=!4m13!1m7!3m6!1s0x48770ee76512d181:0xb3e4c576f7145a31!2sSt+Katherines+St,+Northampton+NN1,+UK!3b1!8m2!3d52.2374617!4d-0.8995206!3m4!1s0x48770ee76ec8d6a7:0x6941ec99bc37726c!8m2!3d52.2373639!4d-0.8999683"
1224,SC317,SSCS Birmingham,Byron House,4th Floor,2a Maid Marian Way,Nottingham,,NG1 6HS,01159-241774,401,"https://www.google.com/maps/place/Byron+House,+4+Maid+Marian+Way,+NG1+6HS,+UK/@52.9529668,-1.155384,19z/data=!3m1!4b1!4m5!3m4!1s0x4879c22a1653fc7f:0xf87eac605b23f187!8m2!3d52.952988!4d-1.1546132"
1225,SC319,SSCS Birmingham,Nottingham Magistrates Court,Carrington Street,,,,NG2 1EE,,401,"https://www.google.com/maps/place/Nottingham+Magistrates+Court/@52.9474484,-1.1506675,17z/data=!3m1!4b1!4m5!3m4!1s0x4879c22c91cc14ef:0x910652a7cd0c3b40!8m2!3d52.9474484!4d-1.1494017"
1226,SC320,SSCS Liverpool,Romford Magistrates Court,Romford (Magistrates Court),Main Road,Romford,Essex,RM1 3BH,,4501,"https://www.google.co.uk/maps/place/Romford+Magistrates+Court/@51.5817914,0.1835839,17z/data=!3m1!4b1!4m5!3m4!1s0x47d8a4b4f503fe1b:0x3212d7b691f8bbae!8m2!3d51.5817914!4d0.1857779"
1227,SC321,SSCS Birmingham,Aldershot Justice Centre,,The Court House,Civic Centre,Aldershot,GU11 1NY,,4503,"https://www.google.com/maps/place/Aldershot+Magistrates+Court/@51.2503323,-0.771178,17z/data=!3m1!4b1!4m5!3m4!1s0x48742ca336c89ddf:0xe8b5ca367bdcc1af!8m2!3d51.2503323!4d-0.768984"
1228,SC322,SSCS Birmingham,Ashford House,"1st Floor, Ashford House",County Square Shopping Centre,Ashford,Kent,TN23 1YB,,201,"https://www.google.com/maps/place/1st+Floor%2C+Ashford+House+County+Square+Shopping+Centre+Ashford+Kent+TN23+1YB/@51.148349,0.869790"
1229,SC323,SSCS Birmingham,City Gate House,185 Dyke Road,,Brighton,,BN3 1TL,,201,"https://www.google.com/maps/place/185+Dyke+Road+Brighton+BN3+1TL/@50.834720,-0.151186"
